//アイテム番号	// ※0番にはアイテムを設定しないで下さい。																																																		
// <武器>	名前	効果説明文	アイテム説明文	強化Lv	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	進化先判定スクリプト	進化段階	特性スロット数	属性１	属性１値	属性２	属性２値	属性３	属性３値	属性４	属性４値	属性５	属性５値	属性６	属性６値	LV1攻撃力	LV1防御力	LV2必要経験値	LV2攻撃力	LV2防御力	LV3必要経験値	LV3攻撃力	LV3防御力	特性１タイプ	特性１効果値	特性１反応カテゴリ	特性１必要特性値	特性２タイプ	特性２効果値	特性２反応カテゴリ	特性２必要特性値	特性３タイプ	特性３効果値	特性３反応カテゴリ	特性３必要特性値	進化先アイテム１	進化先アイテム２	進化先アイテム３	進化先アイテム４
// <防具>	名前	効果説明文	アイテム説明文	価格	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	--------	攻撃力	防御力	属性１	属性１値	属性２	属性２値	属性３	属性３値	属性４	属性４値	属性５	属性５値	属性６	属性６値	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------
// <腕>	名前	効果説明文	アイテム説明文	価格	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	--------	攻撃力	防御力	属性１	属性１値	属性２	属性２値	属性３	属性３値	属性４	属性４値	属性５	属性５値	属性６	属性６値	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------
// <アクセサリ>	名前	効果説明文	アイテム説明文	効果ｶﾃｺﾞﾘ(0以外で有効。同じｶﾃｺﾞﾘ値のものは重複装備できない)	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	--------	攻撃力	防御力	属性１	属性１値	属性２	属性２値	属性３	属性３値	属性４	属性４値	属性５	属性５値	属性６	属性６値	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------
// <素材>	名前	効果説明文	アイテム説明文	価格	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	--------	経験値	特性値	カテゴリ１	カテゴリ２	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------
// <衣装>	名前	サブ説明文	アイテム説明文	価格	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	同時装備判別用番号																																						
// <料理>	名前	効果説明文	アイテム説明文	効果時間	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	使用時スクリプト	使用条件	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------
// <その他>	名前	効果説明文	アイテム説明文	価格	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	使用時スクリプト	使用条件	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------
525	Life Elixir	Base Max HP +100	Spiritual medicine prepared$nto increase vitality.	0	ITEM_TYPE_USEDRUG_99	236	19	5	1	1	0	0	it_hpup	0	0	ZOKU_FINAL_DRUG	0	0	0	0	0	0	0	0	0	0	0																								
526	Spirit Elixir	Base Max SP +10	Spiritual medicine that$nimparts a warlord's bloodlust.	0	ITEM_TYPE_USESPDRUG_99	237	20	5	1	1	0	0	it_spup	0	0	ZOKU_FINAL_DRUG	0	0	0	0	0	0	0	0	0	0	0																								
527	Tempest Elixir	Level +1	Secret medicine holding$nthe experience of its maker.	0	ITEM_TYPE_USEDRUG_99	238	21	5	1	1	0	0	it_lvup	0	0	ZOKU_FINAL_DRUG	0	0	0	0	0	0	0	0	0	0	0																								
528	Bestiary Potion	Various Effects	View a target's item drops and receive the$nfollowing effects: Max HP +100, STR+3, DEF+3.	0	ITEM_TYPE_USEDRUG_99	404	19	5	1	1	0	0	it_bestiary	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
529	---		---	0	0	0	0	0	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
530	Cruberry	Heal 100 HP	A red berry that grows in mountainous regions.$nKnown for their delicious tartness.	0	ITEM_TYPE_USEFRUIT_99	239	0	1	0	1	0	0	it_fruits01	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
531	Coconut	Heal 200 HP	If you bore a hole into this fruit's hard shell,$nyou can drink the delicious juice inside.	0	ITEM_TYPE_USEFRUIT_99	240	1	2	0	1	0	0	it_fruits02	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
532	Mango	Heal 500 HP	A fruit that is indigenous to the southern islands.$nEating one will completely wash away your fatigue.	0	ITEM_TYPE_USEFRUIT_99	241	2	3	0	1	0	0	it_fruits03	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
533	Dragon Tree Fruit	Heal 1000 HP	The fruit of choice among Primordials.$nAs delicious as it is nutritious.	0	ITEM_TYPE_USEFRUIT_99	242	3	4	0	1	0	0	it_fruits04	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
534	---		---	0	0	0	0	0	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
535	Ripe Cruberry	Revive/Heal 100 HP	A glistening, sweet cruberry that is fully ripe.$nIts flavor has become indescribable now.	0	ITEM_TYPE_USEFRUIT_99	243	10	1	1	1	0	1	it_fruits01s	1	0	0	0	0	0	0	0	0	0	0	0	0	0																								
536	Ripe Coconut	Revive/Heal 200 HP	A fully ripe coconut. Somehow, its delicious$njuice has become even juicier.	0	ITEM_TYPE_USEFRUIT_99	244	11	2	1	1	0	1	it_fruits02s	1	0	0	0	0	0	0	0	0	0	0	0	0	0																								
537	Ripe Mango	Revive/Heal 500 HP	A fully ripe mango. So sweet, some may$nconsider it the king of the fruits.	0	ITEM_TYPE_USEFRUIT_99	245	12	3	1	1	0	1	it_fruits03s	1	0	0	0	0	0	0	0	0	0	0	0	0	0																								
538	Dragon Tree Treasure	Revive/Heal 1000 HP	It takes many years for a dragon tree fruit$nto fully ripen into this rarest of treats.	0	ITEM_TYPE_USEFRUIT_99	246	13	4	1	1	0	1	it_fruits04s	1	0	0	0	0	0	0	0	0	0	0	0	0	0																								
539	---		---	0	0	0	0	0	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
540	Pearl Talisman	Fishing Skill +1	A curved pearl talisman, staring at it$nis said to induce a sense of calm.	38	EQ_COMMON_ACCESSORY	365	30	1	0	1	0	1	it_getsp1	0	0	ZOKU_FISHING	2	0	0	0	0	0	0	0	0	0	0																								
541	Placid Talisman	Fishing Skill +2, STR +25	This talisman will purge all negativity from your$nheart, and make your spirit calm like still water.	38	EQ_COMMON_ACCESSORY	366	30	3	1	1	0	1	it_getsp1	25	0	ZOKU_FISHING	5	0	0	0	0	0	0	0	0	0	0																								
542	Hope Stone	STR/DEF +20, HP +400	This charm is filled with positive energy,$nand the hope for a better tomorrow.	39	EQ_COMMON_ACCESSORY	367	11	2	0	1	0	1	it_getsp1	20	20	ZOKU_ABILITY_HPUP	40	0	0	0	0	0	0	0	0	0	0																								
543	Luminous Ring	STR/DEF +40, HP +100	A beautiful ring that emits bright light.$nGreatly boosts stats.	39	EQ_COMMON_ACCESSORY	368	11	3	1	1	0	1	it_getsp1	40	40	ZOKU_ABILITY_HPUP	10	0	0	0	0	0	0	0	0	0	0																								
544	Devil Fang	HP Absorb ↑↑/DEF -255	A devil's fang that absorbs life force, but$ngreatly lowers defense in exchange.	17	EQ_COMMON_ACCESSORY	369	42	4	1	1	0	1	it_getsp1	0	-255	ZOKU_ABILITY_ABSORB_HP	80	0	0	0	0	0	0	0	0	0	0																								
545	Wings of Heavenly Flight	Flash Move Time ×2/Evade Rate +15%	Wings that fill you blazing speed, like$na winged horse soaring through the sky.	24	EQ_COMMON_ACCESSORY	370	51	5	1	1	0	1	it_getsp1	0	0	ZOKU_ABILITY_FM_LONG	10	ZOKU_ABILITY_AVOID	15	0	0	0	0	0	0	0	0																								
546	Wheel of Eternity	Stun Duration ↑ Random	An ancient ring of indeterminate origin.$nIt seems to possess a mysterious power.	40	EQ_COMMON_ACCESSORY	409	93	5	1	1	0	1	it_getsp1	0	0	ZOKU_ABILITY_STUNRNDUP	10	0	0	0	0	0	0	0	0	0	0																								
547	Crown of Creation	Damage ×1.5/Move Speed ↓	A jeweled crown adorned with Saurian imagery.$nThough ancient, its Essence is no less powerful.	41	EQ_COMMON_ACCESSORY	410	94	5	1	1	0	1	it_getsp1	0	0	ZOKU_ABILITY_MOTATKMUL	25	0	0	0	0	0	0	0	0	0	0																								
548	Stone of Antiquity	STR/ DEF +40, 2/3 SP Cost	An old necklace with an Essence crystal set in it.$nThe crystal does not appear to be strictly ornamental.	18	EQ_COMMON_ACCESSORY	411	95	5	1	1	0	1	it_getsp1	40	40	ZOKU_ABILITY_SPREDUCE	33	0	0	0	0	0	0	0	0	0	0																								
549	Garment of Many Tongues	Flash Guard Heals HP	A white robe similar to those worn during temple$nfestivals. Each thread is imbued with Essence.	42	EQ_COMMON_ACCESSORY	412	96	5	1	1	0	1	it_getsp1	0	0	ZOKU_ABILITY_FG_HEAL	5	0	0	0	0	0	0	0	0	0	0																								
// <料理>	名前	効果説明文	■■■■■■■■■■■■■■□■■■■■■■■■■□■■□	効果時間	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	使用時スクリプト	使用条件	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------
550	Fish Soup	Heal 400 HP $mBreak Rate ↑	This delicious soup is slowly simmered to$nconcentrate the natural flavor of the fish.	3	ITEM_TYPE_USECOOK_9	247	10	4	0	1	0	0	it_usfood01	1	0	0	0	0	0	0	0	0	0	0	0	0	0																								
551	Mushroom Omelet	Heal 350 HP $mNullify Status Effects ↑	The fragrant mushrooms folded into this$ngooey omelet give it a slightly sweet flavor.	3	ITEM_TYPE_USECOOK_9	248	11	4	0	1	0	0	it_usfood02	1	0	0	0	0	0	0	0	0	0	0	0	0	0																								
552	Hearty Ratatouille	Heal 600 HP $mSP Regen ↑	Bursting with veggies and chunks of meat,$nthis ratatouille is sure to stick to your ribs.	2	ITEM_TYPE_USECOOK_9	249	12	4	0	1	0	0	it_usfood03	1	0	0	0	0	0	0	0	0	0	0	0	0	0																								
553	Colorful Meunière	Heal 300 HP $mATK/DEF ↑	A splash of vivid paprika gives this dish$na truly elegant flavor.	3	ITEM_TYPE_USECOOK_9	250	13	4	0	1	0	0	it_usfood04	1	0	0	0	0	0	0	0	0	0	0	0	0	0																								
554	Seafood Quiche	Heal 500 HP $mEXP Gained ↑	A cornucopia of fresh seafood, packed$ninside a flaky crust.	2	ITEM_TYPE_USECOOK_9	251	14	4	0	1	0	0	it_usfood05	1	0	0	0	0	0	0	0	0	0	0	0	0	0																								
555	Cabbage Rolls	Heal 700 HP $mHP Regen ↑	A rustic dish consisting of juicy ground$nbeef wrapped in cabbage leaves.	1	ITEM_TYPE_USECOOK_9	252	15	4	0	1	0	0	it_usfood06	1	0	0	0	0	0	0	0	0	0	0	0	0	0																								
556	---		---	0	0	0	0	0	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
557	---		---	0	0	0	0	0	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
558	---		---	0	0	0	0	0	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
559	Fresh Vegetable Juice	Heal 100 HP $mResets Food Effect	Miralda's special vegetable juice$nfor keeping you fit and healthy.	0	ITEM_TYPE_USEDRINK_99	391	9	4	0	1	0	0	it_usdrink	1	0	0	0	0	0	0	0	0	0	0	0	0	0																								
560	Meat-Wrapped Mushrooms	Heal 2000 HP $mNullify Status Effects ↑↑	Large mushrooms wrapped in thin$nslices of meat and baked with corn.	5	ITEM_TYPE_USECOOK_9	253	20	4	0	1	0	0	it_usfood11	1	0	0	0	0	0	0	0	0	0	0	0	0	0																								
561	Fish Fry	Heal 1800 HP $mBreak Rate ↑↑	White fish fried to perfection in a crispy$nbatter and served piping hot.	4	ITEM_TYPE_USECOOK_9	254	21	4	0	1	0	0	it_usfood12	1	0	0	0	0	0	0	0	0	0	0	0	0	0																								
562	Pirate's Platter	Heal 1500 HP $mEXP Gained ↑↑	A wonderful assortment of various dishes$nenjoyed by a once-famous pirate.	5	ITEM_TYPE_USECOOK_9	255	22	4	0	1	0	0	it_usfood13	1	0	0	0	0	0	0	0	0	0	0	0	0	0																								
563	Luxurious Coleslaw	Heal 2100 HP $mHP Regen ↑↑	A sumptuous and nutritious salad.$nThe secret ingredient is corn.	2	ITEM_TYPE_USECOOK_9	256	23	4	0	1	0	0	it_usfood14	1	0	0	0	0	0	0	0	0	0	0	0	0	0																								
564	Heartfelt Bolognese	Heal 2200 HP $mSP Regen ↑↑	A thick, meaty bolognese sauce,$ndripping with heartfelt sincerity.	4	ITEM_TYPE_USECOOK_9	257	24	4	0	1	0	0	it_usfood15	1	0	0	0	0	0	0	0	0	0	0	0	0	0																								
565	Great Pumpkin Pie	Heal 2500 HP $mATK/DEF ↑↑	Not a single ingredient is wasted$nin this greatest of all pies.	4	ITEM_TYPE_USECOOK_9	258	25	4	0	1	0	0	it_usfood16	1	0	0	0	0	0	0	0	0	0	0	0	0	0																								
566	---		---	0	0	0	0	0	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
567	---		---	0	0	0	0	0	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
// <その他>	名前	効果説明文	アイテム説明文	価格	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	使用時スクリプト	使用条件	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------
568	---		---	0	0	0	0	0	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
569	Omelet Recipe	Learn Dish	Use this recipe book to learn how$nto cook a Mushroom Omelet.	0	ITEM_TYPE_USEBOOK_9	263	30	2	1	1	0	0	it_cook_book01	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
570	Ratatouille Recipe	Learn Dish	Use this recipe book to learn how$nto cook a Hearty Ratatouille.	0	ITEM_TYPE_USEBOOK_9	263	31	2	1	1	0	0	it_cook_book02	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
571	Meunière Recipe	Learn Dish	Use this recipe book to learn how$nto cook a Colorful Meunière.	0	ITEM_TYPE_USEBOOK_9	263	32	2	1	1	0	0	it_cook_book03	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
572	Quiche Recipe	Learn Dish	Use this recipe book to learn how$nto cook a Seafood Quiche.	0	ITEM_TYPE_USEBOOK_9	263	33	2	1	1	0	0	it_cook_book04	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
573	Cabbage Recipe	Learn Dish	Use this recipe book to learn how$nto cook Cabbage Rolls.	0	ITEM_TYPE_USEBOOK_9	263	34	2	1	1	0	0	it_cook_book05	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
574	Mushroom Recipe	Learn Dish	Use this recipe book to learn how$nto cook Meat-Wrapped Mushrooms.	0	ITEM_TYPE_USEBOOK_9	263	35	4	1	1	0	0	it_cook_book06	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
575	Fry Recipe	Learn Dish	Use this recipe book to learn how$nto cook a Fish Fry.	0	ITEM_TYPE_USEBOOK_9	263	36	4	1	1	0	0	it_cook_book07	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
576	Pirate's Recipe	Learn Dish	Use this recipe book to learn how$nto cook a Pirate's Platter.	0	ITEM_TYPE_USEBOOK_9	263	37	4	1	1	0	0	it_cook_book08	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
577	Coleslaw Recipe	Learn Dish	Use this recipe book to learn how$nto cook Luxurious Coleslaw.	0	ITEM_TYPE_USEBOOK_9	263	38	4	1	1	0	0	it_cook_book09	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
578	Bolognese Recipe	Learn Dish	Use this recipe book to learn how$nto cook a Heartfelt Bolognese.	0	ITEM_TYPE_USEBOOK_9	263	39	4	1	1	0	0	it_cook_book10	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
579	Pumpkin Pie Recipe	Learn Dish	Use this recipe book to learn how$nto cook a Great Pumpkin Pie.	0	ITEM_TYPE_USEBOOK_9	263	40	4	1	1	0	0	it_cook_book11	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
// <その他>	名前	効果説明文	アイテム説明文	価格	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	使用時スクリプト	使用条件	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------
580	Insect Repellent	Stun Insects/Destroy Nests	Releases pungent smoke that$nchases insects away.	0	ITEM_TYPE_USEEVENT_99	259	3	0	2	1	0	0	it_pestcide	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
581	---	---	---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
582	---	---	---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
583	Spiral Manual	Learn Skill	An ancient combat guide.$nRead it to teach Adol a skill.	0	ITEM_TYPE_USEBOOK_9	260	1	5	1	1	0	0	it_skill_book_a	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
584	Fairy Manual	Learn Skill	An ancient combat guide.$nRead it to teach Laxia a skill.	0	ITEM_TYPE_USEBOOK_9	260	2	5	1	1	0	0	it_skill_book_l	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
585	Wild Manual	Learn Skill	An ancient combat guide.$nRead it to teach Sahad a skill.	0	ITEM_TYPE_USEBOOK_9	260	3	5	1	1	0	0	it_skill_book_s	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
586	Tremor Manual	Learn Skill	An ancient combat guide.$nRead it to teach Hummel a skill.	0	ITEM_TYPE_USEBOOK_9	260	4	5	1	1	0	0	it_skill_book_h	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
587	Thorn Manual	Learn Skill	An ancient combat guide.$nRead it to teach Ricotta a skill.	0	ITEM_TYPE_USEBOOK_9	260	5	5	1	1	0	0	it_skill_book_r	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
588	Freeze Manual	Learn Skill	An ancient combat guide.$nRead it to teach Dana a skill.	0	ITEM_TYPE_USEBOOK_9	260	6	5	1	1	0	0	it_skill_book_d	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
589	---		---	0	0	0	0	0	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
590	Forest Guide	Adventuring Gear Slot +1	An old book filled with knowledge$nof forest exploration.	0	ITEM_TYPE_USEBOOK_9	261	20	5	1	1	0	0	it_search_book01	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
591	Ocean Guide	Adventuring Gear Slot +1	An old book filled with knowledge$nof marine life.	0	ITEM_TYPE_USEBOOK_9	261	21	5	1	1	0	0	it_search_book02	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
592	Mountain Guide	Adventuring Gear Slot +1	An old book filled with knowledge$nof surveying mountainous regions.	0	ITEM_TYPE_USEBOOK_9	261	22	5	1	1	0	0	it_search_book03	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
593	Wind Guide	Adventuring Gear Slot +1	An old book filled with knowledge$nof how to track the weather.	0	ITEM_TYPE_USEBOOK_9	261	23	5	1	1	0	0	it_search_book04	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
594	Beast Guide	Adventuring Gear Slot +1	An old book filled with knowledge$nof how to fend off beasts.	0	ITEM_TYPE_USEBOOK_9	261	24	5	1	1	0	0	it_search_book05	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
595	---		---	0	0	0	0	0	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
596	---		---	0	0	0	0	0	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
597	---		---	0	0	0	0	0	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
598	---		---	0	0	0	0	0	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
599	---		---	0	0	0	0	0	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
// <食材>	名前	効果説明文	アイテム説明文	価格	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	使用時スクリプト	使用条件	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------
600	Rock Salt	Ingredient/Heal 2 HP	A salt crystal found in$nrocky seaside areas.	0	ITEM_TYPE_COOKSTUFF	264	0	1	0	1	0	1	it_foodstuff01	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
601	Honey	Ingredient/Heal 8 HP	High-quality honey produced by bees$nfrom the flowers on the island.	0	ITEM_TYPE_COOKSTUFF	265	1	1	0	1	0	1	it_foodstuff02	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
602	Seiren Wheat	Ingredient/Heal 2 HP	Shiny wheat that grows$non the Isle of Seiren.	0	ITEM_TYPE_COOKSTUFF	266	2	1	0	1	0	1	it_foodstuff03	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
603	Pheasant Egg	Ingredient/Heal 5 HP	A fresh egg harvested$nfrom a nest in a tree.	0	ITEM_TYPE_COOKSTUFF	267	3	1	0	1	0	1	it_foodstuff04	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
604	White Mushroom	Ingredient/Heal 5 HP	Very fragrant and can be$nused in several dishes.	0	ITEM_TYPE_COOKSTUFF	268	4	2	0	1	0	1	it_foodstuff05	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
605	Mual Clam	Ingredient/Heal 5 HP	Inhabits the nearby sea.$nUsed to make savory broth.	0	ITEM_TYPE_COOKSTUFF	269	5	2	0	1	0	1	it_foodstuff06	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
606	Red Meat	Ingredient/Heal 10 HP	A gamey red meat that$nbecomes tender when fried.	0	ITEM_TYPE_COOKSTUFF	270	6	2	0	1	0	1	it_foodstuff07	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
607	White Meat	Ingredient/Heal 10 HP	The high-quality fat is$nactually quite nutritious.	0	ITEM_TYPE_COOKSTUFF	271	7	2	0	1	0	1	it_foodstuff08	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
608	Primitive Meat	Ingredient/Heal 20 HP	Possesses a sweetness$nthat makes mouths water.	0	ITEM_TYPE_COOKSTUFF	272	8	4	0	1	0	1	it_foodstuff09	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
609	Sweet Pepper	Ingredient/Heal 5 HP	A fresh, sweet bell pepper$nthat can be eaten raw.	0	ITEM_TYPE_COOKSTUFF	273	9	3	0	1	0	0	it_foodstuff10	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
610	Eggplant	Ingredient/Heal 8 HP	A compact eggplant with a$ndistinct meat-like texture.	0	ITEM_TYPE_COOKSTUFF	274	10	3	0	1	0	0	it_foodstuff11	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
611	Cabbage	Ingredient/Heal 10 HP	Leafy cabbage is a healthy$naddition to any meal.	0	ITEM_TYPE_COOKSTUFF	275	11	3	0	1	0	0	it_foodstuff12	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
612	Corn	Ingredient/Heal 15 HP	Each kernel in this delicious$near of corn shines like a gem.	0	ITEM_TYPE_COOKSTUFF	276	12	4	0	1	0	0	it_foodstuff13	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
613	Tomato	Ingredient/Heal 20 HP	The sweetness of this tomato$nrivals that of most fruits.	0	ITEM_TYPE_COOKSTUFF	277	13	4	0	1	0	0	it_foodstuff14	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
614	Pumpkin	Ingredient/Heal 50 HP	The greatness of this pumpkin fills$nthose who eat it with happiness.	0	ITEM_TYPE_COOKSTUFF	278	14	4	0	1	0	0	it_foodstuff15	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
615	---		---	0	0	0	0	0	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
616	Tempest Elixir	Level +1	Secret medicine holding$nthe experience of its maker.	0	ITEM_TYPE_USEDRUG_99	238	16	5	1	0	0	0	it_old_lvup	0	0	ZOKU_FINAL_DRUG	0	0	0	0	0	0	0	0	0	0	0																								
617	Power Elixir	Base STR +3	Spiritual medicine prepared$nto increase strength.	0	ITEM_TYPE_USEDRUG_99	234	16	5	1	0	0	0	it_old_strup	0	0	ZOKU_FINAL_DRUG	0	0	0	0	0	0	0	0	0	0	0																								
618	Defense Elixir	Base DEF +3	Spiritual medicine prepared$nto increase defense.	0	ITEM_TYPE_USEDRUG_99	235	16	5	1	0	0	0	it_old_defup	0	0	ZOKU_FINAL_DRUG	0	0	0	0	0	0	0	0	0	0	0																								
619	Life Elixir	Base Max HP +100	Spiritual medicine prepared$nto increase vitality.	0	ITEM_TYPE_USEDRUG_99	236	16	5	1	0	0	0	it_old_hpup	0	0	ZOKU_FINAL_DRUG	0	0	0	0	0	0	0	0	0	0	0																								
// <その他>	名前	効果説明文	アイテム説明文	価格	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	使用時スクリプト	使用条件	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------
620	Empty Bottle	Fill with Medicine	Fill this portable glass bottle$nwith medicine.	0	ITEM_TYPE_INVENTORY	279	2	1	1	1	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
621	---		---	0	0	0	0	0	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
622	---		---	0	0	0	0	0	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
623	---		---	0	0	0	0	0	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
624	---		---	0	0	0	0	0	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
