キャラＩＤ	NAME	LV	LV補正	HPMIN	HPMAX	STRMIN	STRMAX	DEFMIN	DEFMAX	EXPMIN	EXPMAX	斬DMG	打DMG	射DMG	ノックバック許容値	ノックダウン許容値	釣り餌ドロップ確率	最高速度	加速度	減速度	回転速度	Fly最高速度	Fly加速度	Fly減速度	Fly揺れ幅	Fly揺れ速度	WALK_MUL	RUN_MUL	マップあたりSIZE	マップあたり球位置	マップ天井判定高さ	ジャンプ高さ	ジャンプ力	影SIZE	体重	サイズ	状態異常efxスケール	RND_MIN	RND_MAX	反応距離	見失う距離	視野角	死角	見失う時間	行動範囲	STUN耐性	STUN-DEF	STUN値減少通常	STUN値減少STUN	活動開始時刻	活動終了時刻	活動終了時消滅	ITEM	ITEM%	ITEM_MIN	ITEM_MAX	ITEM_RARE	ITEM_RARE%	ITEM_SRARE	ITEM_SRARE%	ITEM_FOOD	ITEM_FOOD%	属性1	属性1値	属性2	属性2値	属性3	属性3値	属性4	属性4値	属性5	属性5値	属性6	属性6値	SAI	死亡EFX	弱点死亡EFX	死亡ジャンプ	死亡EFXノード	種族	
B020	Theos de Endrogram	79	0	50	50	86	86	58	58	0	0	1	1	1	999999	999999	0	0	0	0	0.15	0	0	0	0	0	0	0	1	0.5	3	0	0	0	500	2	1	1	1	999	999	180	180	999	999	999999	100	999999	1	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b020	109020	109020	1		ENTYPE_HUGEMONSTER	
B021	Theos de Endrogram	79	0	600	600	86	86	58	58	0	0	1	1	1	999999	999999	0	0	0	0	0.15	0	0	0	0	0	0	0	1	0.5	3	0	0	0	500	2	10	1	1	999	999	180	180	999	999	15000	50	0	270	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b021	109020	109020	1		ENTYPE_HUGEMONSTER	
B021IVY	Theos de Endrogram	79	0	20	20	50	50	30	30	0	0	1	1	1	999999	999999	0	0	0	0	0.15	0	0	0	0	0	0	0	1	0.5	3	0	0	0	500	2	1	1	1	999	999	180	180	999	999	999999	100	999999	1	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b021ivy	109020	109020	1		ENTYPE_HUGEMONSTER	
B022	Theos de Endrogram	79	0	50	50	86	86	58	58	0	0	1	1	1	999999	999999	0	0	0	0	0.15	0	0	0	0	0	0	0	1	0.5	3	0	0	0	500	2	1	1	1	999	999	180	180	999	999	999999	100	999999	1	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b022	109020	109020	1		ENTYPE_HUGEMONSTER	
B023	Theos de Endrogram	79	0	165	165	86	86	58	58	0	0	1	1	1	999999	999999	0	0	0	0	0.15	0	0	0	0	0	0	0	1	0.5	3	0	0	0	500	2	1	1	1	999	999	180	180	999	999	999999	100	999999	1	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b023	109020	109020	1		ENTYPE_HUGEMONSTER	
B024	Theos de Endrogram	79	0	400	400	65	65	53	53	0	0	1	1	1	999999	999999	0	0	0	0	0.07	0	0	0	0	0	0	0	1	0.5	3	0	0	1	500	2	1	1	1	999	999	180	180	999	999	999999	100	999999	150	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b024	109020	109020	1		ENTYPE_HUGEMONSTER	
B025	Theos de Endrogram	79	0	175	175	58	58	50	50	0	0	1	1	1	999999	999999	0	0	0	0	0.06	0	0	0	0	0	0	0	1.5	0.5	3.6	0	0	2	500	2	1	1	1	999	999	180	180	999	999	999999	100	999999	150	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b025	109020	109020	1		ENTYPE_HUGEMONSTER	
B009	Origin of Life	80	0	400	400	50	50	50	50	0	0	1	1	1	999999	999999	0	1.5	0.25	0.1	0.2	0	0	0	0	0	0.3	1	1.8	0.5	4.5	4	0.95	2	500	2	1	1	1	999	999	180	180	999	999	999999	100	999999	1	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b009	109020	109020	1	Bone_Neck	ENTYPE_HUGEMONSTER	
B010	Origin of Life	80	0	1158	1158	90	90	60	60	171	171	1	1	1	10000	999999	0	1.5	0.25	0.1	0.2	0	0	0	0	0	1	1	5.5	0.5	12	4	0.95	2	500	2	4	1	1	999	999	180	180	999	999	200000	50	0	300	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b010	109020	109020	1	Bone_Root	ENTYPE_HUGEMONSTER	
																																																																																	
B151	Master Kong	38	0.9	380	380	70	70	76	76	80	80	1	1	1	4000	12000	0	2.35	0.15	0.1	0.18	0	0	0	0	0	0.35	1	1.75	0.75	5	4	1.05	2.2	500	2	1.5	1	1	999	999	180	180	999	999	100000	80	0	100	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b151	109000	109000	1		ENTYPE_HUGEMONSTER	
B155	Silvia	60	0	430	430	90	90	90	90	100	100	1	1	1	999999	250	0	2.5	0.3	0.3	0.35	0	0	0	0	0	0.45	1	1	0.5	2.7	5	1.15	0.9	500	2	1	1	1	999	999	180	180	999	999	999999	100	999999	1	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b155	109010	109010	1		ENTYPE_HUGEMONSTER	
B153	Mephorash	80	0	650	650	105	105	65	65	150	150	1	1	1	1600	4600	0	5	0.35	0.1	0.22	0	0	0	0	0	1	1	1.8	0.5	5	0	0	2	500	2	2.1	1	1	999	999	180	180	999	999	150000	50	0	100	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b153	109020	109020	1	Null_tg	ENTYPE_HUGEMONSTER	
																																																																																	
//ENEMY		レベル	補正力(0～1）	ＨＰ偏差最小	ＨＰ偏差最大	ＳＴＲ偏差最小	ＳＴＲ偏差最大	ＤＥＦ偏差最小	ＤＥＦ偏差最大	ＥＸＰ偏差最小	ＥＸＰ変異最大	斬DMG	打DMG	射DMG	ノックバック許容値	ノックダウン許容値	釣り餌ドロップ確率	最高速度	加速度	減速度	回転速度	Fly最高速度	Fly加速度	Fly減速度	Fly揺れ幅	Fly揺れ速度	WALK_MUL	RUN_MUL	マップあたりSIZE	マップあたり球位置	マップ天井判定高さ	ジャンプ高さ	ジャンプ力	影SIZE	体重	サイズ	状態異常efxスケール	RND_MIN	RND_MAX	反応距離	見失う距離	視野角	死角	見失う時間	行動範囲	STUN耐性	STUN-DEF	STUN値減少通常	STUN値減少STUN	活動開始時刻	活動終了時刻	活動終了時消滅	ITEM	ITEM%	ITEM_MIN	ITEM_MAX	ITEM_RARE	ITEM_RARE%	ITEM_SRARE	ITEM_SRARE%	ITEM_FOOD	ITEM_FOOD%	属性1	属性1値	属性2	属性2値	属性3	属性3値	属性4	属性4値	属性5	属性5値	属性6	属性6値	SAI	死亡EFX	弱点死亡EFX	死亡ジャンプ	死亡EFXノード	種族	
// 制圧戦用																																																																																	
G0001	Beast Nest	33	0	300	300	50	50	100	100	0	0	1	1	1	999999	999999	0	0	0	0	0	0	0	0	0	0	0.1	1	3.5	2	4.3	4	0.75	2.5	500	1	7	0.95	1.05	24	28	120	150	90	30	100000	50	999999	450	0	24	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	g0001	109070	109070	1	Bone_root	ENTYPE_INSECT	
G0002	Beast Nest	42	0	310	310	50	50	100	100	0	0	1	1	1	999999	999999	0	0	0	0	0	0	0	0	0	0	0.1	1	3.5	2	4.3	4	0.75	2.5	500	1	7	0.95	1.05	24	28	120	150	90	30	100000	50	999999	450	0	24	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	g0001	109070	109070	1	Bone_root	ENTYPE_INSECT	
G0003	Beast Nest	50	0	320	320	50	50	100	100	0	0	1	1	1	999999	999999	0	0	0	0	0	0	0	0	0	0	0.1	1	3.5	2	4.3	4	0.75	2.5	500	1	7	0.95	1.05	24	28	120	150	90	30	100000	50	999999	450	0	24	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	g0001	109070	109070	1	Bone_root	ENTYPE_INSECT	
G0004	Beast Nest	57	0	330	330	50	50	100	100	0	0	1	1	1	999999	999999	0	0	0	0	0	0	0	0	0	0	0.1	1	3.5	2	4.3	4	0.75	2.5	500	1	7	0.95	1.05	24	28	120	150	90	30	100000	50	999999	450	0	24	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	g0001	109070	109070	1	Bone_root	ENTYPE_INSECT	
G0005	Beast Nest	62	0	340	340	50	50	100	100	0	0	1	1	1	999999	999999	0	0	0	0	0	0	0	0	0	0	0.1	1	3.5	2	4.3	4	0.75	2.5	500	1	7	0.95	1.05	24	28	120	150	90	30	100000	50	999999	450	0	24	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	g0001	109070	109070	1	Bone_root	ENTYPE_INSECT	
G0006	Beast Nest	70	0	350	350	50	50	100	100	0	0	1	1	1	999999	999999	0	0	0	0	0	0	0	0	0	0	0.1	1	3.5	2	4.3	4	0.75	2.5	500	1	7	0.95	1.05	24	28	120	150	90	30	100000	50	999999	450	0	24	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	g0001	109070	109070	1	Bone_root	ENTYPE_INSECT	
G0007	Beast Nest	80	0	360	360	50	50	100	100	0	0	1	1	1	999999	999999	0	0	0	0	0	0	0	0	0	0	0.1	1	3.5	2	4.3	4	0.75	2.5	500	1	7	0.95	1.05	24	28	120	150	90	30	100000	50	999999	450	0	24	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	g0001	109070	109070	1	Bone_root	ENTYPE_INSECT	
G0008	Beast Nest	84	0	370	370	50	50	100	100	0	0	1	1	1	999999	999999	0	0	0	0	0	0	0	0	0	0	0.1	1	3.5	2	4.3	4	0.75	2.5	500	1	7	0.95	1.05	24	28	120	150	90	30	100000	50	999999	450	0	24	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	g0001	109070	109070	1	Bone_root	ENTYPE_INSECT	
G0009	Beast Nest	88	0	380	380	50	50	100	100	0	0	1	1	1	999999	999999	0	0	0	0	0	0	0	0	0	0	0.1	1	3.5	2	4.3	4	0.75	2.5	500	1	7	0.95	1.05	24	28	120	150	90	30	100000	50	999999	450	0	24	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	g0001	109070	109070	1	Bone_root	ENTYPE_INSECT	
																																																																																	
																																																																																	
//ENEMY		レベル	補正力(0～1）	ＨＰ偏差最小	ＨＰ偏差最大	ＳＴＲ偏差最小	ＳＴＲ偏差最大	ＤＥＦ偏差最小	ＤＥＦ偏差最大	ＥＸＰ偏差最小	ＥＸＰ変異最大	斬DMG	打DMG	射DMG	ノックバック許容値	ノックダウン許容値	釣り餌ドロップ確率	最高速度	加速度	減速度	回転速度	Fly最高速度	Fly加速度	Fly減速度	Fly揺れ幅	Fly揺れ速度	WALK_MUL	RUN_MUL	マップあたりSIZE	マップあたり球位置	マップ天井判定高さ	ジャンプ高さ	ジャンプ力	影SIZE	体重	サイズ	状態異常efxスケール	RND_MIN	RND_MAX	反応距離	見失う距離	視野角	死角	見失う時間	行動範囲	STUN耐性	STUN-DEF	STUN値減少通常	STUN値減少STUN	活動開始時刻	活動終了時刻	活動終了時消滅	ITEM	ITEM%	ITEM_MIN	ITEM_MAX	ITEM_RARE	ITEM_RARE%	ITEM_SRARE	ITEM_SRARE%	ITEM_FOOD	ITEM_FOOD%	属性1	属性1値	属性2	属性2値	属性3	属性3値	属性4	属性4値	属性5	属性5値	属性6	属性6値	SAI	死亡EFX	弱点死亡EFX	死亡ジャンプ	死亡EFXノード	種族	
// PS4：追加																																																																																	
B170	Melaiduma	99	0	600	600	100	100	90	90	170	170	1	1	1	999999	999999	0	1.75	0.05	0.1	0.2	0	0	0	0	0	0.12	1.25	3	1.5	8	0	0	5	500	2	1.75	1	1	999	999	180	180	999	999	150000	50	0	200	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b170	109000	109000	1		ENTYPE_HUGEMONSTER	
// 仮（レベルだけ決定）	◆極・マスターコング	72	0.9	380	380	70	70	76	76	80	80	1	1	1	4000	12000	0	2.35	0.15	0.1	0.18	0	0	0	0	0	0.35	1	1.75	0.75	5	4	1.05	2.2	500	2	1.5	1	1	999	999	180	180	999	999	100000	80	0	100	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b151	109000	109000	1		ENTYPE_HUGEMONSTER	
																																																																																	
//ENEMY		レベル	補正力(0～1）	ＨＰ偏差最小	ＨＰ偏差最大	ＳＴＲ偏差最小	ＳＴＲ偏差最大	ＤＥＦ偏差最小	ＤＥＦ偏差最大	ＥＸＰ偏差最小	ＥＸＰ変異最大	斬DMG	打DMG	射DMG	ノックバック許容値	ノックダウン許容値	釣り餌ドロップ確率	最高速度	加速度	減速度	回転速度	Fly最高速度	Fly加速度	Fly減速度	Fly揺れ幅	Fly揺れ速度	WALK_MUL	RUN_MUL	マップあたりSIZE	マップあたり球位置	マップ天井判定高さ	ジャンプ高さ	ジャンプ力	影SIZE	体重	サイズ	状態異常efxスケール	RND_MIN	RND_MAX	反応距離	見失う距離	視野角	死角	見失う時間	行動範囲	STUN耐性	STUN-DEF	STUN値減少通常	STUN値減少STUN	活動開始時刻	活動終了時刻	活動終了時消滅	ITEM	ITEM%	ITEM_MIN	ITEM_MAX	ITEM_RARE	ITEM_RARE%	ITEM_SRARE	ITEM_SRARE%	ITEM_FOOD	ITEM_FOOD%	属性1	属性1値	属性2	属性2値	属性3	属性3値	属性4	属性4値	属性5	属性5値	属性6	属性6値	SAI	死亡EFX	弱点死亡EFX	死亡ジャンプ	死亡EFXノード	種族	
// PS4：過去編追加																																																																																	
M1600	Rama	44	0	10	10	20	20	50	50	15	20	1	1	1	999999	999999	0	0.125	0.1	0.1	0.15	0	0	0	0	0	0.1	1	0.5	0.5	2	0	0	1	500	0	1	1	1	100	100	180	180	999	999	999999	100	999999	1	0	24	0	0	0	0	0	0	0	0	0	0	0	ZOKU_WATER	-1	ZOKU_EARTH	40	ZOKU_LIGHT	-1	ZOKU_PARTOFLAWPOWER	5	0	0	0	0	m1600	109000	109000	1	Bone_Root	ENTYPE_BEAST	
M1601	Angattacker	44	0.45	20	25	15	20	40	45	64	69	1	1	1	100	100	0	1	0.3	0.3	0.1	0	0	0	0	0	0.45	1	1.5	0.5	4.4	2	0.85	2	80	0	1.5	1	1	24	32	120	150	90	40	10000	100	0	200	0	24	0	ICON3D_MT_N1_STONE	800	0	1	ICON3D_MT_N2_STONE	400	ICON3D_MT_N3_STONE	200	0	0	ZOKU_EARTH	11	ZOKU_LIGHT	13	ZOKU_PARTOFLAWPOWER	1	0	0	0	0	0	0	m1601	109200	109200	1	Bone_root	ENTYPE_BEAST	// M0622改造
M1602	Spitza	53	0.45	50	55	16	21	28	32	62	67	1	1	1	100	100	0	1	0.1	0.1	0.15	0.3	0.03	0.06	0	0	0.1	1	1.2	0.5	3.6	0	0	1	50	0	1	0.95	1.05	20	32	120	180	90	40	10000	100	0	100	0	24	0	ICON3D_MT_N3_LIQUID	800	0	1	ICON3D_MT_N4_LIQUID	200	ICON3D_MT_NR2_STONE	50	0	0	ZOKU_CLEAR	100	ZOKU_PARALYZE	10	ZOKU_PARTOFLAWPOWER	2	0	0	0	0	0	0	m1602	109100	109100	1	Bone_chest	ENTYPE_BEAST	//新規
M1603	Floria	54	0.45	67	72	20	24	60	65	65	70	1	1	1	300	500	0	0	0	0	0.1	0	0	0	0	0	0.1	1	1	0.5	2.6	4	0.75	0.75	500	0	1.25	0.95	1.05	24	24	180	180	90	24	7500	100	0	200	0	24	0	ICON3D_MT_N3_FLOWER	800	0	1	ICON3D_MT_N4_FLOWER	200	ICON3D_MT_NR3_FLOWER	50	0	0	ZOKU_CLEAR	100	ZOKU_PARTOFLAWPOWER	3	0	0	0	0	0	0	0	0	m1603	109050	109050	1	Bone_neck	ENTYPE_BEAST	
M1604	Tormvega	52	0.45	120	122	26	28	87	92	68	72	1	1	1	300	500	0	0	0	0	0.1	0	0	0	0	0	0.45	1	1	0.5	4.4	0	0	2	500	0	1.5	1	1	50	50	180	180	90	50	10000	10	0	100	0	24	0	ICON3D_MT_N3_STONE	800	0	1	ICON3D_MT_N4_STONE	200	ICON3D_MT_R3_PARTS06	50	0	0	ZOKU_PARTOFLAWPOWER	2	ZOKU_EARTH	18	ZOKU_WATER	8	ZOKU_LIGHT	8	0	0	0	0	m1604	109200	109200	1	Bone_Head	ENTYPE_BEAST	// M0621改造
M1605	Angatraz	50	0.45	44	49	14	17	35	40	63	68	1	1	1	100	500	0	2	0.6	0.6	0.2	0	0	0	0	0	0.45	1	1.5	0.5	4.4	9	1.3	2	80	0	1.5	1	1	30	40	135	170	90	50	10000	100	0	200	0	24	0	ICON3D_MT_N3_STONE	800	0	1	ICON3D_MT_N4_STONE	200	ICON3D_MT_R3_PARTS03	50	0	0	ZOKU_WATER	12	ZOKU_EARTH	9	ZOKU_LIGHT	11	ZOKU_PARTOFLAWPOWER	2	0	0	0	0	m1605	109200	109200	1	Bone_body	ENTYPE_BEAST	// M0622改造
M1610	Gresbalon	45	0.7	142	145	33	38	52	57	110	115	1	1	1	500	1500	0	1.75	0.5	0.5	0.25	0	0	0	0	0	0.45	1	1.85	1	5.1	4	0.95	2	500	1	1.75	0.95	1.05	36	72	120	180	240	76	50000	50	0	200	0	24	0	ICON3D_MT_N2_LEATHER	500	1	2	ICON3D_MT_N3_LEATHER	200	ICON3D_MT_N3_BONE	200	0	0	ZOKU_WATER	14	ZOKU_EARTH	6	ZOKU_LIGHT	10	ZOKU_PARTOFLAWPOWER	3	0	0	0	0	m1610	109215	109215	1	Bone_root	ENTYPE_BEAST	
M1611	Emisdoot	48	0.7	152	155	38	42	105	110	111	116	1	1	1	800	2000	0	1	0.3	0.3	0.1	0	0	0	0	0	0.45	1	2.8	0.5	6.5	2	0.85	2.8	500	1	4	1	1	30	56	150	180	90	40	110000	50	0	200	0	24	0	ICON3D_MT_N3_STONE	800	1	2	ICON3D_MT_N4_STONE	20	ICON3D_MT_R3_PARTS06	100	0	0	ZOKU_WATER	8	ZOKU_EARTH	20	ZOKU_LIGHT	6	ZOKU_PARTOFLAWPOWER	3	0	0	0	0	m1611	109215	109215	1	Bone_body1	ENTYPE_BEAST	// M0623改造
M1612	Spitsa Ire	55	0.7	140	143	12	14	32	36	113	118	1	1	1	900	2000	0	1.5	0.1	0.1	0.15	0.3	0.03	0.06	0	0	0.1	1	1.85	0.5	3.6	0	0	2	500	1	1.75	0.95	1.05	32	64	150	180	90	64	30000	50	0	200	0	24	0	ICON3D_MT_N3_LIQUID	800	1	3	ICON3D_MT_R4_PARTS02	200	ICON3D_MT_NR5_FLOWER	50	0	0	ZOKU_CLEAR	100	ZOKU_PARTOFLAWPOWER	4	0	0	0	0	0	0	0	0	m1612	109120	109120	1	Bone_lid01	ENTYPE_BEAST	//新規
M1613	Shivalva	61	0.7	137	140	14	17	50	53	116	121	1	1	1	1000	3000	0	3	0.3	0.3	0.25	0	0	0	0	0	0.5	1	2	1	5.1	4	1	2	500	1	1.75	0.95	1.05	36	80	60	180	240	76	50000	50	0	200	0	24	0	ICON3D_MT_N4_BONE	800	1	3	ICON3D_MT_R4_PARTS03	200	ICON3D_MT_R5_PARTS05	10	0	0	ZOKU_WATER	11	ZOKU_EARTH	2	ZOKU_LIGHT	10	ZOKU_PARTOFLAWPOWER	5	0	0	0	0	m1613	109215	109215	1	Bone_root	ENTYPE_BEAST	//新規
B161	Grazios	46	0	410	410	65	65	55	55	169	169	1	1	1	999999	8000	0	2	0.15	0.05	0.15	0	0	0	0	0	0.12	1	3	1.5	8	0	0	5	500	2	1.75	1	1	999	999	180	180	999	999	50000	100	0	200	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b161	109000	109000	1		ENTYPE_HUGEMONSTER	
B162	Nebritia	49	0	535	535	80	80	130	130	170	170	1	1	1	999999	5000	0	1.5	0.05	0.1	0.075	0	0	0	0	0	0.12	1	3	1.5	8	0	0	5	500	2	1.75	1	1	999	999	180	180	999	999	150000	20	0	200	0	24	0	0	0	0	0	0	0	0	0	0	0	ZOKU_WATER	3	ZOKU_EARTH	20	ZOKU_LIGHT	2	0	0	0	0	0	0	b162	109000	109000	1		ENTYPE_HUGEMONSTER	
B163	Argura	52	0	510	510	55	55	85	85	170	170	1	1	1	999999	999999	0	1.85	0.1	0.75	0.15	0	0	0	0	0	0.45	1	3	1.5	8	0	0	5	500	2	1.75	1	1	999	999	180	180	999	999	150000	50	0	300	0	24	0	0	0	0	0	0	0	0	0	0	0	ZOKU_WATER	15	ZOKU_EARTH	10	ZOKU_LIGHT	10	0	0	0	0	0	0	b163	109000	109000	1		ENTYPE_HUGEMONSTER	
B164	Crusos	56	0	470	470	40	40	77	77	171	171	1	1	1	999999	10000	0	1.75	0.5	0.2	0.2	0	0	0	0	0	0.12	1	5	1.5	8	0	0	5	500	2	1.75	1	1	999	999	180	180	999	999	80000	80	0	150	0	24	0	0	0	0	0	0	0	0	0	0	0	ZOKU_WATER	9	ZOKU_EARTH	3	ZOKU_LIGHT	14	0	0	0	0	0	0	b164	109000	109000	1		ENTYPE_HUGEMONSTER	
B165	Blasphima	62	0	490	490	43	43	72	72	172	172	1	1	1	999999	999999	0	2.1	0.2	0.75	0.1	0	0	0	0	0	0.65	1	3	1.5	8	0	0	5	500	2	1.75	1	1	999	999	180	180	999	999	150000	50	0	600	0	24	0	0	0	0	0	0	0	0	0	0	0	ZOKU_WATER	10	ZOKU_EARTH	10	ZOKU_LIGHT	10	0	0	0	0	0	0	b165	109000	109000	1		ENTYPE_HUGEMONSTER	
B030	Io	70	0	530	530	40	40	89	89	175	175	1	1	1	999999	999999	0	1.8	0.25	0.25	0.12	0	0	0	0	0	0.45	1	3	0.5	8.5	0	0	2	500	2	1.5	1	1	999	999	180	180	999	999	160000	50	0	200	0	24	0	0	0	0	0	0	0	0	0	0	0	ZOKU_WATER	10	ZOKU_EARTH	10	ZOKU_LIGHT	10	0	0	0	0	0	0	b030	109120	109120	1	Bone_body	ENTYPE_HUGEMONSTER	
																																																																																	
//ENEMY		レベル	補正力(0～1）	ＨＰ偏差最小	ＨＰ偏差最大	ＳＴＲ偏差最小	ＳＴＲ偏差最大	ＤＥＦ偏差最小	ＤＥＦ偏差最大	ＥＸＰ偏差最小	ＥＸＰ変異最大	斬DMG	打DMG	射DMG	ノックバック許容値	ノックダウン許容値	釣り餌ドロップ確率	最高速度	加速度	減速度	回転速度	Fly最高速度	Fly加速度	Fly減速度	Fly揺れ幅	Fly揺れ速度	WALK_MUL	RUN_MUL	マップあたりSIZE	マップあたり球位置	マップ天井判定高さ	ジャンプ高さ	ジャンプ力	影SIZE	体重	サイズ	状態異常efxスケール	RND_MIN	RND_MAX	反応距離	見失う距離	視野角	死角	見失う時間	行動範囲	STUN耐性	STUN-DEF	STUN値減少通常	STUN値減少STUN	活動開始時刻	活動終了時刻	活動終了時消滅	ITEM	ITEM%	ITEM_MIN	ITEM_MAX	ITEM_RARE	ITEM_RARE%	ITEM_SRARE	ITEM_SRARE%	ITEM_FOOD	ITEM_FOOD%	属性1	属性1値	属性2	属性2値	属性3	属性3値	属性4	属性4値	属性5	属性5値	属性6	属性6値	SAI	死亡EFX	弱点死亡EFX	死亡ジャンプ	死亡EFXノード	種族	
// 削除対象モンスター																																																																																	
M9917	(無属性)ダメージ計算用球（テストモンスター）	99	0.9	200	200	65	65	10	10	125	125	1	1	1	2000	2000	0	1	0.3	0.3	0.1	0	0	0	0	0	0.45	1	2	0.5	5	4	0.85	0.5	50	0	1	1	1	10	10	180	180	999	10	50000	100	0	50	0	24	0	ICON3D_MT_N1_BONE	600	1	1	0	0	0	0	ICON3D_FD_SEA_SALT	100	0	0	0	0	0	0	0	0	0	0	0	0	testmons	109010	109010	1			
M9918	(斬属性)ダメージ計算用球（テストモンスター）	99	0.9	200	200	65	65	10	10	125	125	1	0.3	0.3	100	100	0	1	0.3	0.3	0.1	0	0	0	0	0	0.45	1	2	0.5	5	4	0.85	0.5	50	0	1	1	1	10	10	180	180	999	10	10000	100	0	50	0	24	0	ICON3D_MT_N1_BONE	600	1	1	0	0	ICON3D_MT_R1_PARTS03	100	ICON3D_FD_SEA_SALT	100	ZOKU_WEAK_SLASH	0	ZOKU_WEAKDMG	20	0	0	0	0	0	0	0	0	testmons	109010	109010	1			
M9919	(打属性)ダメージ計算用球（テストモンスター）	99	0.9	200	200	65	65	10	10	125	125	0.3	1	0.3	100	100	0	1	0.3	0.3	0.1	0	0	0	0	0	0.45	1	2	0.5	5	4	0.85	0.5	50	0	1	1	1	10	10	180	180	999	10	10000	100	0	50	0	24	0	ICON3D_MT_N1_BONE	600	1	1	0	0	ICON3D_MT_R1_PARTS03	100	ICON3D_FD_SEA_SALT	100	ZOKU_WEAK_CRUSH	0	ZOKU_WEAKDMG	20	0	0	0	0	0	0	0	0	testmons	109010	109010	1			
M9920	(射属性)ダメージ計算用球（テストモンスター）	99	0.9	200	200	65	65	10	10	125	125	0.3	0.3	1	100	100	0	1	0.3	0.3	0.1	0	0	0	0	0	0.45	1	2	0.5	5	4	0.85	0.5	50	0	1	1	1	10	10	180	180	999	10	10000	100	0	50	0	24	0	ICON3D_MT_N1_BONE	600	1	1	0	0	ICON3D_MT_R1_PARTS03	100	ICON3D_FD_SEA_SALT	100	ZOKU_WEAK_SHOOT	0	ZOKU_WEAKDMG	20	0	0	0	0	0	0	0	0	testmons	109010	109010	1			
B031	イオ古代種・地スタイル(ダミー)	70	0	460	460	62	62	73	73	171	171	1	1	1	999999	999999	0	1.8	0.25	0.25	0.15	0	0	0	0	0	0.45	1	1.85	0.5	4.4	2	0.85	2	500	2	1.5	1	1	999	999	180	180	999	999	50000	100	0	100	0	24	0	ICON3D_MT_N2_STONE	800	0	1	ICON3D_MT_N3_STONE	50	ICON3D_MT_N4_STONE	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b031	109110	109110	1	Bone_body	ENTYPE_ANCIENT	//作業用ダミー
B032	イオ古代種・光スタイル(ダミー)	70	0	460	460	75	75	70	70	171	171	1	1	1	999999	999999	0	1.8	0.25	0.25	0.15	0	0	0	0	0	0.45	1	1.85	0.5	4.4	2	0.85	2	500	2	1.5	1	1	999	999	180	180	999	999	50000	100	0	100	0	24	0	ICON3D_MT_N2_STONE	800	0	1	ICON3D_MT_N3_STONE	50	ICON3D_MT_N4_STONE	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b032	109110	109110	1	Bone_body	ENTYPE_ANCIENT	//作業用ダミー
